Id. de pedido,Producto,Precio por unidad,Cantidad,Descuento
10436,Gnocchi de la abuela Alicia,30.40 €,40,10.00%
10436,Bollos de pan de Wimmer,26.60 €,30,10.00%
10436,Cerveza Klosterbier Rhönbräu,6.20 €,24,10.00%
10437,Empanada de carne,26.20 €,15,0.00%
10438,Pastas de té de chocolate,7.30 €,15,20.00%
10438,Cerveza Sasquatch,11.20 €,20,20.00%
10438,Raviolis Angelo,15.60 €,15,20.00%
10439,Queso Manchego La Pastora,30.40 €,15,0.00%
10439,Postre de merengue Pavlova,13.90 €,16,0.00%
10439,Bollos de pan de Wimmer,26.60 €,6,0.00%
10439,Queso de soja Longlife,8.00 €,30,0.00%
10440,Cerveza tibetana Barley,15.20 €,45,15.00%
10440,Postre de merengue Pavlova,13.90 €,49,15.00%
10440,Salchicha Thüringer,99.00 €,24,15.00%
10440,Sirope de arce,22.80 €,90,15.00%
10441,Chocolate Schoggi,35.10 €,50,0.00%
10442,Queso Cabrales,16.80 €,30,0.00%
10442,Empanada de cerdo,5.90 €,80,0.00%
10442,Especias picantes de Luisiana,13.60 €,60,0.00%
10443,Queso Cabrales,16.80 €,6,20.00%
10443,Col fermentada Rössle,36.40 €,12,0.00%
10444,Cordero Alice Springs,31.20 €,10,0.00%
10444,Ositos de goma Gumbär,24.90 €,15,0.00%
10444,Cerveza negra Steeleye,14.40 €,8,0.00%
10444,Crema de almejas estilo Nueva Inglaterra,7.70 €,30,0.00%
10445,Licor verde Chartreuse,14.40 €,6,0.00%
10445,Empanada de cerdo,5.90 €,15,0.00%
10446,Pastas de té de chocolate,7.30 €,12,10.00%
10446,Refresco Guaraná Fantástica,3.60 €,20,10.00%
10446,Queso gorgonzola Telino,10.00 €,3,10.00%
10446,Cereales para Filo,5.60 €,15,10.00%
10447,Pastas de té de chocolate,7.30 €,40,0.00%
10447,Salsa de pimiento picante de Luisiana,16.80 €,35,0.00%
10447,Crema de queso Fløtemys,17.20 €,2,0.00%
10448,Ositos de goma Gumbär,24.90 €,6,0.00%
10448,Carne de cangrejo de Boston,14.70 €,20,0.00%
10449,Pez espada,24.80 €,14,0.00%
10449,Cereales para Filo,5.60 €,20,0.00%
10449,Tarta de azúcar,39.40 €,35,0.00%
10450,Pez espada,24.80 €,20,20.00%
10450,Empanada de cerdo,5.90 €,6,20.00%
10451,Paté chino,19.20 €,120,10.00%
10451,Bollos de pan de Wimmer,26.60 €,35,10.00%
10451,Salsa de pimiento picante de Luisiana,16.80 €,28,10.00%
10451,Salsa verde original Frankfurter,10.40 €,55,10.00%
10452,Col fermentada Rössle,36.40 €,15,0.00%
10452,Azúcar negra Malacca,15.50 €,100,5.00%
10453,Chocolate holandés,10.20 €,15,10.00%
10453,Cerveza Outback,12.00 €,25,10.00%
10454,Postre de merengue Pavlova,13.90 €,20,20.00%
10454,Queso de cabra,2.00 €,20,20.00%
10454,Arenque salado,9.60 €,10,20.00%
10455,Licor verde Chartreuse,14.40 €,20,0.00%
10455,Empanada de carne,26.20 €,50,0.00%
10455,Sirope de arce,22.80 €,25,0.00%
10455,Crema de queso Fløtemys,17.20 €,30,0.00%
10456,Bollos de Sir Rodney's,8.00 €,40,15.00%
10456,Regaliz,16.00 €,21,15.00%
10457,Raclet de queso Courdavault,44.00 €,36,0.00%
10458,Ositos de goma Gumbär,24.90 €,30,0.00%
10458,Col fermentada Rössle,36.40 €,30,0.00%
10458,Café de Malasia,36.80 €,20,0.00%
10458,Gnocchi de la abuela Alicia,30.40 €,15,0.00%
10458,Crema de queso Fløtemys,17.20 €,50,0.00%
10459,Peras secas orgánicas del tío Bob,24.00 €,16,5.00%
10459,Arenque salado,9.60 €,20,5.00%
10459,Queso Mozzarella Giovanni,27.80 €,40,0.00%
10460,Barras de pan de Escocia,10.00 €,21,25.00%
10460,Cerveza Klosterbier Rhönbräu,6.20 €,4,25.00%
10461,Bollos de Sir Rodney's,8.00 €,40,25.00%
10461,Arenque blanco del noroeste,20.70 €,28,25.00%
10461,Paté chino,19.20 €,60,25.00%
10462,Algas Konbu,4.80 €,1,0.00%
10462,Pan fino,7.20 €,21,0.00%
10463,Pastas de té de chocolate,7.30 €,21,0.00%
10463,Tallarines de Singapur,11.20 €,50,0.00%
10464,Especias Cajun del chef Anton,17.60 €,16,20.00%
10464,Café de Malasia,36.80 €,3,0.00%
10464,Gnocchi de la abuela Alicia,30.40 €,30,20.00%
10464,Camembert Pierrot,27.20 €,20,0.00%
10465,Refresco Guaraná Fantástica,3.60 €,25,0.00%
10465,Salchicha Thüringer,99.00 €,18,10.00%
10465,Carne de cangrejo de Boston,14.70 €,20,0.00%
10465,Arenque ahumado,7.60 €,30,10.00%
10465,Chocolate blanco,13.00 €,25,0.00%
10466,Queso Cabrales,16.80 €,10,0.00%
10466,Arenque salado,9.60 €,5,0.00%
10467,Refresco Guaraná Fantástica,3.60 €,28,0.00%
10467,Crema de chocolate y nueces NuNuCa,11.20 €,12,0.00%
10468,Arenque blanco del noroeste,20.70 €,8,0.00%
10468,Café de Malasia,36.80 €,15,0.00%
10469,Cerveza tibetana Barley,15.20 €,40,15.00%
10469,Postre de merengue Pavlova,13.90 €,35,15.00%
10469,Azúcar negra Malacca,15.50 €,2,15.00%
10470,Langostinos tigre Carnarvon,50.00 €,30,0.00%
10470,Pan fino,7.20 €,15,0.00%
10470,Bollos de pan de Wimmer,26.60 €,8,0.00%
10471,Peras secas orgánicas del tío Bob,24.00 €,30,0.00%
10471,Gnocchi de la abuela Alicia,30.40 €,20,0.00%
10472,Refresco Guaraná Fantástica,3.60 €,80,5.00%
10472,Manzanas secas Manjimup,42.40 €,18,0.00%
10473,Queso de cabra,2.00 €,12,0.00%
10473,Crema de queso Fløtemys,17.20 €,12,0.00%
10474,Cuajada de judías,18.60 €,12,0.00%
10474,Col fermentada Rössle,36.40 €,18,0.00%
10474,Carne de cangrejo de Boston,14.70 €,21,0.00%
10474,Cerveza Klosterbier Rhönbräu,6.20 €,10,0.00%
10475,Queso gorgonzola Telino,10.00 €,35,15.00%
10475,Especias picantes de Luisiana,13.60 €,60,15.00%
10475,Licor Cloudberry,14.40 €,42,15.00%
10476,Paté chino,19.20 €,2,5.00%
10476,Cerveza Outback,12.00 €,12,0.00%
10477,Té Dharamsala,14.40 €,15,0.00%
10477,Bollos de Sir Rodney's,8.00 €,21,25.00%
10477,Licor verde Chartreuse,14.40 €,20,25.00%
10478,Pez espada,24.80 €,20,5.00%
10479,Vino Côte de Blaye,210.80 €,30,0.00%
10479,Empanada de carne,26.20 €,28,0.00%
10479,Raclet de queso Courdavault,44.00 €,60,0.00%
10479,Bollos de pan de Wimmer,26.60 €,30,0.00%
10480,Galletas Zaanse,7.60 €,30,0.00%
10480,Raclet de queso Courdavault,44.00 €,12,0.00%
10481,Regaliz,16.00 €,24,0.00%
10481,Camembert Pierrot,27.20 €,40,0.00%
10482,Carne de cangrejo de Boston,14.70 €,10,0.00%
10483,Cerveza Sasquatch,11.20 €,35,5.00%
10483,Salsa verde original Frankfurter,10.40 €,30,5.00%
10484,Bollos de Sir Rodney's,8.00 €,14,0.00%
10484,Carne de cangrejo de Boston,14.70 €,10,0.00%
10484,Manzanas secas Manjimup,42.40 €,3,0.00%
10485,Cerveza tibetana Barley,15.20 €,20,10.00%
10485,Sirope de regaliz,8.00 €,20,10.00%
10485,Paté chino,19.20 €,30,10.00%
10485,Cerveza Outback,12.00 €,60,10.00%
10486,Queso Cabrales,16.80 €,5,0.00%
10486,Manzanas secas Manjimup,42.40 €,25,0.00%
10486,Queso de soja Longlife,8.00 €,16,0.00%
10487,Pastas de té de chocolate,7.30 €,5,0.00%
10487,Ositos de goma Gumbär,24.90 €,30,0.00%
10487,Empanada de cerdo,5.90 €,24,25.00%
10488,Raclet de queso Courdavault,44.00 €,30,0.00%
10488,Caviar rojo,12.00 €,20,20.00%
10489,Queso Cabrales,16.80 €,15,25.00%
10489,Postre de merengue Pavlova,13.90 €,18,0.00%
10490,Raclet de queso Courdavault,44.00 €,60,0.00%
10490,Barras de pan de Escocia,10.00 €,30,0.00%
10490,Cerveza Klosterbier Rhönbräu,6.20 €,36,0.00%
10491,Azúcar negra Malacca,15.50 €,15,15.00%
10491,Salsa verde original Frankfurter,10.40 €,7,15.00%
10492,Crema de chocolate y nueces NuNuCa,11.20 €,60,5.00%
10492,Tallarines de Singapur,11.20 €,20,5.00%
10493,Salsa de pimiento picante de Luisiana,16.80 €,15,10.00%
10493,Especias picantes de Luisiana,13.60 €,10,10.00%
10493,Queso Gudbrandsdals,28.80 €,10,10.00%
10494,Gnocchi de la abuela Alicia,30.40 €,30,0.00%
10495,Pan fino,7.20 €,10,0.00%
10495,Crema de almejas estilo Nueva Inglaterra,7.70 €,20,0.00%
10495,Salsa verde original Frankfurter,10.40 €,5,0.00%
10496,Queso gorgonzola Telino,10.00 €,20,5.00%
10497,Gnocchi de la abuela Alicia,30.40 €,14,0.00%
10497,Queso Mozzarella Giovanni,27.80 €,25,0.00%
10497,Salsa verde original Frankfurter,10.40 €,25,0.00%
10498,Refresco Guaraná Fantástica,4.50 €,14,0.00%
10498,Carne de cangrejo de Boston,18.40 €,5,0.00%
10498,Tallarines de Singapur,14.00 €,30,0.00%
10499,Col fermentada Rössle,45.60 €,20,0.00%
10499,Regaliz,20.00 €,25,0.00%
10500,Salsa de soja baja en sodio,15.50 €,12,5.00%
10500,Col fermentada Rössle,45.60 €,8,5.00%
10501,Empanada de cerdo,7.45 €,20,0.00%
10502,Arenque ahumado,9.50 €,21,0.00%
10502,Empanada de carne,32.80 €,6,0.00%
10502,Cerveza Laughing Lumberjack,14.00 €,30,0.00%
10503,Cuajada de judías,23.25 €,70,0.00%
10503,Salsa de pimiento picante de Luisiana,21.05 €,20,0.00%
10504,Cerveza tibetana Barley,19.00 €,12,0.00%
10504,Bollos de Sir Rodney's,10.00 €,12,0.00%
10504,Empanada de carne,32.80 €,10,0.00%
10504,Sirope de arce,28.50 €,25,0.00%
10505,Tarta de azúcar,49.30 €,3,0.00%
10506,Crema de chocolate y nueces NuNuCa,14.00 €,18,10.00%
10506,Cerveza Outback,15.00 €,14,10.00%
10507,Café de Malasia,46.00 €,15,15.00%
10507,Chocolate holandés,12.75 €,15,15.00%
10508,Algas Konbu,6.00 €,10,0.00%
10508,Licor verde Chartreuse,18.00 €,10,0.00%
10509,Col fermentada Rössle,45.60 €,3,0.00%
10510,Salchicha Thüringer,123.79 €,36,0.00%
10510,Cerveza Klosterbier Rhönbräu,7.75 €,36,10.00%
10511,Especias Cajun del chef Anton,22.00 €,50,15.00%
10511,Peras secas orgánicas del tío Bob,30.00 €,50,15.00%
10511,Salsa de arándanos Northwoods,40.00 €,10,15.00%
10512,Refresco Guaraná Fantástica,4.50 €,10,15.00%
10512,Arenque salado,12.00 €,9,15.00%
10512,Galletas Zaanse,9.50 €,6,15.00%
10512,Camembert Pierrot,34.00 €,12,15.00%
10513,Bollos de Sir Rodney's,10.00 €,40,20.00%
10513,Queso Mascarpone Fabioli,32.00 €,50,20.00%
10513,Sirope de arce,28.50 €,15,20.00%
10514,Mermelada de Sir Rodney's,81.00 €,39,0.00%
10514,Col fermentada Rössle,45.60 €,35,0.00%
10514,Gnocchi de la abuela Alicia,38.00 €,70,0.00%
10514,Salsa de pimiento picante de Luisiana,21.05 €,39,0.00%
10514,Cerveza Klosterbier Rhönbräu,7.75 €,50,0.00%
10515,Buey Mishi Kobe,97.00 €,16,15.00%
10515,Postre de merengue Pavlova,17.45 €,50,0.00%
10515,Chocolate Schoggi,43.90 €,120,0.00%
10515,Queso de cabra,2.50 €,16,15.00%
10515,Camembert Pierrot,34.00 €,84,15.00%
10516,Langostinos tigre Carnarvon,62.50 €,25,10.00%
10516,Crema de almejas estilo Nueva Inglaterra,9.65 €,80,10.00%
10516,Tallarines de Singapur,14.00 €,20,0.00%
10517,Cereales para Filo,7.00 €,6,0.00%
10517,Raclet de queso Courdavault,55.00 €,4,0.00%
10517,Cerveza Outback,15.00 €,6,0.00%
10518,Refresco Guaraná Fantástica,4.50 €,5,0.00%
10518,Vino Côte de Blaye,263.50 €,15,0.00%
10518,Azúcar negra Malacca,19.45 €,9,0.00%
10519,Pez espada,31.00 €,16,5.00%
10519,Gnocchi de la abuela Alicia,38.00 €,40,0.00%
10519,Camembert Pierrot,34.00 €,10,5.00%
10520,Refresco Guaraná Fantástica,4.50 €,8,0.00%
10520,Empanada de carne,32.80 €,5,0.00%
10521,Cerveza negra Steeleye,18.00 €,3,0.00%
10521,Crema de almejas estilo Nueva Inglaterra,9.65 €,10,0.00%
10521,Barras de pan de Escocia,12.50 €,6,0.00%
10522,Té Dharamsala,18.00 €,40,20.00%
10522,Salsa de arándanos Northwoods,40.00 €,24,0.00%
10522,Arenque blanco del noroeste,25.89 €,20,20.00%
10522,Carne de cangrejo de Boston,18.40 €,25,20.00%
10523,Cordero Alice Springs,39.00 €,25,10.00%
10523,Mermelada de Sir Rodney's,81.00 €,15,10.00%
10523,Salmón ahumado Gravad,26.00 €,18,10.00%
10523,Crema de almejas estilo Nueva Inglaterra,9.65 €,6,10.00%
10524,Pez espada,31.00 €,2,0.00%
10524,Arenque blanco del noroeste,25.89 €,10,0.00%
10524,Café de Malasia,46.00 €,60,0.00%
10524,Empanada de cerdo,7.45 €,15,0.00%
10525,Escabeche de arenque,19.00 €,30,0.00%
10525,Carne de cangrejo de Boston,18.40 €,15,10.00%
10526,Té Dharamsala,18.00 €,8,15.00%
10526,Algas Konbu,6.00 €,10,0.00%
10526,Gnocchi de la abuela Alicia,38.00 €,30,15.00%
10527,Especias Cajun del chef Anton,22.00 €,50,10.00%
10527,Escabeche de arenque,19.00 €,30,10.00%
10528,Queso Cabrales,21.00 €,3,0.00%
10528,Queso de cabra,2.50 €,8,20.00%
10528,Queso Mozzarella Giovanni,34.80 €,9,0.00%
10529,Paté chino,24.00 €,14,0.00%
10529,Barras de pan de Escocia,12.50 €,20,0.00%
10529,Queso Gudbrandsdals,36.00 €,10,0.00%
10530,Cordero Alice Springs,39.00 €,40,0.00%
10530,Café de Malasia,46.00 €,25,0.00%
10530,Sirope de arce,28.50 €,20,0.00%
10530,Licor Cloudberry,18.00 €,50,0.00%
10531,Raclet de queso Courdavault,55.00 €,2,0.00%
10532,Arenque blanco del noroeste,25.89 €,15,0.00%
10532,Especias picantes de Luisiana,17.00 €,24,0.00%
10533,Especias Cajun del chef Anton,22.00 €,50,5.00%
10533,Queso Mozzarella Giovanni,34.80 €,24,0.00%
10533,Caviar rojo,15.00 €,24,5.00%
10534,Arenque blanco del noroeste,25.89 €,10,0.00%
10534,Carne de cangrejo de Boston,18.40 €,10,20.00%
10534,Empanada de cerdo,7.45 €,10,20.00%
10535,Queso Cabrales,21.00 €,50,10.00%
10535,Carne de cangrejo de Boston,18.40 €,10,10.00%
10535,Raviolis Angelo,19.50 €,5,10.00%
10535,Raclet de queso Courdavault,55.00 €,15,10.00%
10536,Queso Manchego La Pastora,38.00 €,15,25.00%
10536,Queso gorgonzola Telino,12.50 €,20,0.00%
10536,Queso de cabra,2.50 €,30,0.00%
10536,Camembert Pierrot,34.00 €,35,25.00%
10537,Queso gorgonzola Telino,12.50 €,30,0.00%
10537,Manzanas secas Manjimup,53.00 €,6,0.00%
10537,Caracoles de Borgoña,13.25 €,20,0.00%
10537,Queso Mozzarella Giovanni,34.80 €,21,0.00%
10537,Caviar rojo,15.00 €,9,0.00%
10538,Cerveza Outback,15.00 €,7,0.00%
10538,Queso Mozzarella Giovanni,34.80 €,1,0.00%
10539,Algas Konbu,6.00 €,8,0.00%
10539,Bollos de Sir Rodney's,10.00 €,15,0.00%
10539,Queso de cabra,2.50 €,15,0.00%
10539,Regaliz,20.00 €,6,0.00%
10540,Sirope de regaliz,10.00 €,60,0.00%
10540,Ositos de goma Gumbär,31.23 €,40,0.00%
10540,Vino Côte de Blaye,263.50 €,30,0.00%
10540,Barras de pan de Escocia,12.50 €,35,0.00%
10541,Refresco Guaraná Fantástica,4.50 €,35,10.00%
10541,Vino Côte de Blaye,263.50 €,4,10.00%
10541,Salsa de pimiento picante de Luisiana,21.05 €,36,10.00%
10541,Crema de queso Fløtemys,21.50 €,9,10.00%
10542,Queso Cabrales,21.00 €,15,5.00%
10542,Empanada de cerdo,7.45 €,24,5.00%
10543,Queso Manchego La Pastora,38.00 €,30,15.00%
10543,Pan fino,9.00 €,70,15.00%
10544,Col fermentada Rössle,45.60 €,7,0.00%
10544,Cerveza Laughing Lumberjack,14.00 €,7,0.00%
10545,Queso Cabrales,21.00 €,10,0.00%
10546,Peras secas orgánicas del tío Bob,30.00 €,10,0.00%
10546,Cerveza negra Steeleye,18.00 €,30,0.00%
10546,Tarta de azúcar,49.30 €,40,0.00%
10547,Queso Mascarpone Fabioli,32.00 €,24,15.00%
10547,Escabeche de arenque,19.00 €,60,0.00%
10548,Cerveza Sasquatch,14.00 €,10,25.00%
10548,Crema de almejas estilo Nueva Inglaterra,9.65 €,14,0.00%
10549,Queso gorgonzola Telino,12.50 €,55,15.00%
10549,Arenque ahumado,9.50 €,100,15.00%
10549,Manzanas secas Manjimup,53.00 €,48,15.00%
10550,Cordero Alice Springs,39.00 €,8,10.00%
10550,Pastas de té de chocolate,9.20 €,10,0.00%
10550,Bollos de Sir Rodney's,10.00 €,6,10.00%
10550,Sirope de arce,28.50 €,10,10.00%
10551,Postre de merengue Pavlova,17.45 €,40,15.00%
10551,Cerveza negra Steeleye,18.00 €,20,15.00%
10551,Azúcar negra Malacca,19.45 €,40,0.00%
10552,Queso Gudbrandsdals,36.00 €,18,0.00%
10552,Cerveza Klosterbier Rhönbräu,7.75 €,30,0.00%
10553,Queso Cabrales,21.00 €,15,0.00%
10553,Postre de merengue Pavlova,17.45 €,14,0.00%
10553,Pan de centeno crujiente estilo Gustaf's,21.00 €,24,0.00%
10553,Queso gorgonzola Telino,12.50 €,30,0.00%
10553,Cerveza negra Steeleye,18.00 €,6,0.00%
10554,Postre de merengue Pavlova,17.45 €,30,5.00%
10554,Pan fino,9.00 €,20,5.00%
10554,Tarta de azúcar,49.30 €,20,5.00%
10554,Salsa verde original Frankfurter,13.00 €,10,5.00%
10555,Cuajada de judías,23.25 €,30,20.00%
10555,Pastas de té de chocolate,9.20 €,35,20.00%
10555,Refresco Guaraná Fantástica,4.50 €,18,20.00%
10555,Manzanas secas Manjimup,53.00 €,20,20.00%
10555,Gnocchi de la abuela Alicia,38.00 €,40,20.00%
10556,Queso Mozzarella Giovanni,34.80 €,24,0.00%
10557,Bollos de pan de Wimmer,33.25 €,30,0.00%
10557,Cerveza Klosterbier Rhönbräu,7.75 €,20,0.00%
10558,Galletas Zaanse,9.50 €,25,0.00%
10558,Manzanas secas Manjimup,53.00 €,20,0.00%
10558,Cereales para Filo,7.00 €,30,0.00%
10558,Empanada de carne,32.80 €,18,0.00%
10558,Caviar rojo,15.00 €,3,0.00%
10559,Crema de almejas estilo Nueva Inglaterra,9.65 €,12,5.00%
10559,Paté chino,24.00 €,18,5.00%
10560,Arenque blanco del noroeste,25.89 €,20,0.00%
10560,Tarta de azúcar,49.30 €,15,25.00%
10561,Azúcar negra Malacca,19.45 €,10,0.00%
10561,Manzanas secas Manjimup,53.00 €,50,0.00%
10562,Queso de cabra,2.50 €,20,10.00%
10562,Tarta de azúcar,49.30 €,10,10.00%
10563,Escabeche de arenque,19.00 €,25,0.00%
10563,Cereales para Filo,7.00 €,70,0.00%
10564,Cordero Alice Springs,39.00 €,16,5.00%
10564,Queso gorgonzola Telino,12.50 €,6,5.00%
10564,Paté chino,24.00 €,25,5.00%
10565,Refresco Guaraná Fantástica,4.50 €,25,10.00%
10565,Bollos de pan de Wimmer,33.25 €,18,10.00%
10566,Queso Cabrales,21.00 €,35,15.00%
10566,Langostinos tigre Carnarvon,62.50 €,18,15.00%
10566,Licor Cloudberry,18.00 €,10,0.00%
10567,Queso gorgonzola Telino,12.50 €,60,20.00%
10567,Manzanas secas Manjimup,53.00 €,3,0.00%
10567,Raclet de queso Courdavault,55.00 €,40,20.00%
10568,Pez espada,31.00 €,5,0.00%
10569,Queso gorgonzola Telino,12.50 €,35,20.00%
10569,Licor Cloudberry,18.00 €,30,0.00%
10570,Queso Cabrales,21.00 €,15,5.00%
10570,Gnocchi de la abuela Alicia,38.00 €,60,5.00%
10571,Cuajada de judías,23.25 €,11,15.00%
10571,Tallarines de Singapur,14.00 €,28,15.00%
10572,Postre de merengue Pavlova,17.45 €,12,10.00%
10572,Queso Mascarpone Fabioli,32.00 €,10,10.00%
10572,Carne de cangrejo de Boston,18.40 €,50,0.00%
10572,Cerveza Klosterbier Rhönbräu,7.75 €,15,10.00%
10573,Cordero Alice Springs,39.00 €,18,0.00%
10573,Cerveza Sasquatch,14.00 €,40,0.00%
10573,Empanada de carne,32.80 €,25,0.00%
10574,Queso de cabra,2.50 €,14,0.00%
10574,Carne de cangrejo de Boston,18.40 €,2,0.00%
10574,Tarta de azúcar,49.30 €,10,0.00%
10574,Bollos de pan de Wimmer,33.25 €,6,0.00%
10575,Raclet de queso Courdavault,55.00 €,12,0.00%
10575,Sandwich de vegetales,43.90 €,6,0.00%
10575,Queso Mozzarella Giovanni,34.80 €,30,0.00%
10575,Licor Cloudberry,18.00 €,10,0.00%
10576,Té Dharamsala,18.00 €,10,0.00%
10576,Queso gorgonzola Telino,12.50 €,20,0.00%
10576,Azúcar negra Malacca,19.45 €,21,0.00%
10577,Licor verde Chartreuse,18.00 €,10,0.00%
10577,Cerveza Klosterbier Rhönbräu,7.75 €,20,0.00%
10577,Salsa verde original Frankfurter,13.00 €,18,0.00%
10578,Cerveza negra Steeleye,18.00 €,20,0.00%
10578,Raviolis Angelo,19.50 €,6,0.00%
10579,Salsa de soja baja en sodio,15.50 €,10,0.00%
10579,Cerveza Klosterbier Rhönbräu,7.75 €,21,0.00%
10580,Cuajada de judías,23.25 €,15,5.00%
10580,Crema de almejas estilo Nueva Inglaterra,9.65 €,9,5.00%
10580,Salsa de pimiento picante de Luisiana,21.05 €,30,5.00%
10581,Cerveza Klosterbier Rhönbräu,7.75 €,50,20.00%
10582,Raviolis Angelo,19.50 €,4,0.00%
10582,Licor Cloudberry,18.00 €,14,0.00%
10583,Salchicha Thüringer,123.79 €,10,0.00%
10583,Camembert Pierrot,34.00 €,24,15.00%
10583,Queso Gudbrandsdals,36.00 €,10,15.00%
10584,Queso gorgonzola Telino,12.50 €,50,5.00%
10585,Galletas Zaanse,9.50 €,15,0.00%
10586,Cereales para Filo,7.00 €,4,15.00%
10587,Ositos de goma Gumbär,31.23 €,6,0.00%
10587,Cerveza negra Steeleye,18.00 €,20,0.00%
10587,Salsa verde original Frankfurter,13.00 €,20,0.00%
10588,Langostinos tigre Carnarvon,62.50 €,40,20.00%
10588,Tallarines de Singapur,14.00 €,100,20.00%
10589,Cerveza negra Steeleye,18.00 €,4,0.00%
10590,Té Dharamsala,18.00 €,20,0.00%
10590,Salsa verde original Frankfurter,13.00 €,60,5.00%
10591,Sirope de regaliz,10.00 €,14,0.00%
10591,Peras secas orgánicas del tío Bob,30.00 €,10,0.00%
10591,Empanada de cerdo,7.45 €,50,0.00%
10592,Salsa de soja baja en sodio,15.50 €,25,5.00%
10592,Ositos de goma Gumbär,31.23 €,5,5.00%
10593,Mermelada de Sir Rodney's,81.00 €,21,20.00%
10593,Queso Gudbrandsdals,36.00 €,20,20.00%
10593,Licor Cloudberry,18.00 €,4,20.00%
10594,Cereales para Filo,7.00 €,24,0.00%
10594,Caracoles de Borgoña,13.25 €,30,0.00%
10595,Cerveza negra Steeleye,18.00 €,30,25.00%
10595,Sirope de arce,28.50 €,120,25.00%
10595,Queso Gudbrandsdals,36.00 €,65,25.00%
10596,Gnocchi de la abuela Alicia,38.00 €,5,20.00%
10596,Sandwich de vegetales,43.90 €,24,20.00%
10596,Cerveza Klosterbier Rhönbräu,7.75 €,30,20.00%
10597,Refresco Guaraná Fantástica,4.50 €,35,20.00%
10597,Raviolis Angelo,19.50 €,20,0.00%
10597,Salsa de pimiento picante de Luisiana,21.05 €,12,20.00%
10598,Chocolate Schoggi,43.90 €,50,0.00%
10598,Crema de queso Fløtemys,21.50 €,9,0.00%
10599,Tarta de azúcar,49.30 €,10,0.00%
10600,Empanada de cerdo,7.45 €,4,0.00%
10600,Caviar rojo,15.00 €,30,0.00%
10601,Algas Konbu,6.00 €,60,0.00%
10601,Raclet de queso Courdavault,55.00 €,35,0.00%
10602,Salsa verde original Frankfurter,13.00 €,5,25.00%
10603,Pan de centeno crujiente estilo Gustaf's,21.00 €,48,0.00%
10603,Regaliz,20.00 €,25,5.00%
10604,Chocolate holandés,12.75 €,6,10.00%
10604,Licor Cloudberry,18.00 €,10,10.00%
10605,Postre de merengue Pavlova,17.45 €,30,5.00%
10605,Raclet de queso Courdavault,55.00 €,20,5.00%
10605,Camembert Pierrot,34.00 €,70,5.00%
10605,Crema de queso Fløtemys,21.50 €,15,5.00%
10606,Especias Cajun del chef Anton,22.00 €,20,20.00%
10606,Paté chino,24.00 €,20,20.00%
10606,Tarta de azúcar,49.30 €,10,20.00%
10607,Peras secas orgánicas del tío Bob,30.00 €,45,0.00%
10607,Cordero Alice Springs,39.00 €,100,0.00%
10607,Queso de cabra,2.50 €,14,0.00%
10607,Carne de cangrejo de Boston,18.40 €,42,0.00%
10607,Queso Mozzarella Giovanni,34.80 €,12,0.00%
10608,Gnocchi de la abuela Alicia,38.00 €,28,0.00%
10609,Té Dharamsala,18.00 €,3,0.00%
10609,Pez espada,31.00 €,10,0.00%
10609,Bollos de Sir Rodney's,10.00 €,6,0.00%
10610,Escabeche de arenque,19.00 €,21,25.00%
10611,Té Dharamsala,18.00 €,6,0.00%
10611,Cerveza tibetana Barley,19.00 €,10,0.00%
10611,Camembert Pierrot,34.00 €,15,0.00%
10612,Pez espada,31.00 €,70,0.00%
10612,Escabeche de arenque,19.00 €,55,0.00%
10612,Regaliz,20.00 €,18,0.00%
10612,Camembert Pierrot,34.00 €,40,0.00%
10612,Licor Cloudberry,18.00 €,80,0.00%
10613,Algas Konbu,6.00 €,8,10.00%
10613,Cerveza Klosterbier Rhönbräu,7.75 €,40,0.00%
10614,Queso Cabrales,21.00 €,14,0.00%
10614,Bollos de Sir Rodney's,10.00 €,8,0.00%
10614,Licor verde Chartreuse,18.00 €,5,0.00%
10615,Paté chino,24.00 €,5,0.00%
10616,Vino Côte de Blaye,263.50 €,15,5.00%
10616,Gnocchi de la abuela Alicia,38.00 €,14,0.00%
10616,Cerveza Outback,15.00 €,15,5.00%
10616,Crema de queso Fløtemys,21.50 €,15,5.00%
10617,Raclet de queso Courdavault,55.00 €,30,15.00%
10618,Mermelada de grosellas de la abuela,25.00 €,70,0.00%
10618,Gnocchi de la abuela Alicia,38.00 €,20,0.00%
10618,Barras de pan de Escocia,12.50 €,15,0.00%
10619,Bollos de Sir Rodney's,10.00 €,42,0.00%
10619,Pan de centeno crujiente estilo Gustaf's,21.00 €,40,0.00%
10620,Refresco Guaraná Fantástica,4.50 €,5,0.00%
10620,Cereales para Filo,7.00 €,5,0.00%
10621,Pastas de té de chocolate,9.20 €,5,0.00%
10621,Pan fino,9.00 €,10,0.00%
10621,Cerveza Outback,15.00 €,20,0.00%
10621,Crema de queso Fløtemys,21.50 €,15,0.00%
10622,Cerveza tibetana Barley,19.00 €,20,0.00%
10622,Barras de pan de Escocia,12.50 €,18,20.00%
10623,Cuajada de judías,23.25 €,21,0.00%
10623,Pastas de té de chocolate,9.20 €,15,10.00%
10623,Bollos de Sir Rodney's,10.00 €,25,10.00%
10623,Refresco Guaraná Fantástica,4.50 €,3,0.00%
10623,Cerveza negra Steeleye,18.00 €,30,10.00%
10624,Col fermentada Rössle,45.60 €,10,0.00%
